Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Interest","Vol/OI Ratio",IV,Time
HUN,25.13,Put,21,11/17/17,98,0.25,0.3,0.35,0.3,28701,205,140,33.65%,08/10/17
BA,232.88,Call,160,01/19/18,161,73.25,74.25,75.25,79.09,9030,105,86,32.64%,08/10/17
HUN,25.13,Call,24,11/17/17,98,2.05,2.13,2.20,2.18,28713,402,71.43,28.77%,08/10/17
MELI,232.64,Call,250,12/15/17,126,15.90,16.75,17.60,18.8,6915,136,50.85,42.99%,08/10/17
SEAS,12.68,Put,20,09/15/17,35,7.20,7.4,7.60,7.81,5500,121,45.45,92.09%,08/10/17
KSS,39.5,Call,37.5,09/15/17,35,2.85,2.93,3.00,2.89,6978,158,44.16,36.71%,08/10/17
ZOES,11.7,Put,10,12/15/17,126,1.00,1.05,1.10,1.03,9115,231,39.46,71.24%,08/10/17
AAPL,155.32,Call,110,11/17/17,98,45.65,46.13,46.60,50.95,4109,133,30.89,40.01%,08/10/17
WFM,41.83,Put,43,01/19/18,161,1.05,1.3,1.55,1.45,6617,233,28.4,6.31%,08/10/17
ADBE,144.92,Put,140,11/17/17,98,5.40,5.53,5.65,5.53,3971,146,27.2,27.00%,08/10/17
COL,125.75,Call,140,08/18/17,7,0.20,0.4,0.60,0.45,4062,155,26.21,60.78%,08/10/17
T,38.19,Put,44,08/18/17,7,5.55,5.7,5.85,4.7,11000,478,23.01,0.00%,08/10/17
AAPL,155.32,Call,157.5,08/11/17,0,0.29,0.3,0.30,0.29,47753,2327,20.52,31.86%,08/10/17
VSTO,21.86,Put,25,11/17/17,98,3.80,4,4.20,4,2148,107,20.07,44.19%,08/10/17
IBN,8.79,Call,9,09/15/17,35,0.16,0.18,0.19,0.18,2626,135,19.45,24.35%,08/10/17
IBM,141.84,Call,140,10/20/17,70,5.85,5.93,6.00,5.75,3128,162,19.31,19.65%,08/10/17
CCL,67.38,Put,65,09/15/17,35,0.80,0.9,1.00,0.9,2566,148,17.34,23.26%,08/10/17
AAPL,155.32,Call,75,01/19/18,161,80.05,80.65,81.25,85.7,24800,1447,17.14,0.00%,08/10/17
ADBE,144.92,Put,135,11/17/17,98,3.85,3.98,4.10,3.98,4109,240,17.12,28.21%,08/10/17
AAPL,155.32,Call,55,01/19/18,161,99.95,100.53,101.10,105.8,18800,1127,16.68,0.00%,08/10/17
TPX,59.22,Put,60,01/19/18,161,6.40,6.7,7.00,6.6,2001,121,16.54,41.12%,08/10/17
AAPL,155.32,Call,70,01/19/18,161,85.00,85.5,86.00,90.76,23141,1438,16.09,0.00%,08/10/17
AAPL,155.32,Call,70,01/18/19,525,84.25,85.7,87.15,90.4,3901,249,15.67,0.00%,08/10/17
GLUU,3.02,Call,3.5,01/19/18,161,0.20,0.25,0.30,0.25,4999,333,15.01,52.04%,08/10/17
AAPL,155.32,Call,65,01/19/18,161,90.00,90.58,91.15,95.75,7000,469,14.93,0.00%,08/10/17
RTN,177.62,Call,190,09/15/17,35,0.70,0.72,0.73,0.78,2904,196,14.82,19.41%,08/10/17
NFLX,169.14,Call,167.5,08/11/17,0,2.53,2.63,2.73,2.59,1485,101,14.7,47.84%,08/10/17
NFLX,169.14,Call,170,08/11/17,0,1.07,1.12,1.16,1.16,6791,468,14.51,42.48%,08/10/17
XPO,54.99,Put,55,09/15/17,35,2.20,2.35,2.50,2.11,2525,180,14.03,35.44%,08/10/17
THC,13.39,Put,10,02/16/18,189,0.90,0.93,0.95,0.9,2225,160,13.91,68.14%,08/10/17
SEAS,12.68,Call,20,09/15/17,35,0.00,0.05,0.05,0.01,5500,408,13.48,72.22%,08/10/17
CAT,113.15,Put,108,09/01/17,21,0.64,0.75,0.86,0.75,1516,113,13.42,24.74%,08/10/17
SNAP,13.77,Put,7,09/15/17,35,0.00,0.13,0.13,0.07,4370,333,13.12,128.56%,08/10/17
FDX,203.55,Put,190,09/01/17,21,0.71,0.83,0.94,0.66,1559,119,13.1,26.70%,08/10/17
SYMC,27.84,Put,25,10/20/17,70,0.38,0.45,0.51,0.38,1384,110,12.58,31.84%,08/10/17
SYF,29.32,Call,30.5,08/18/17,7,0.05,0.1,0.15,0.1,3010,242,12.44,30.87%,08/10/17
ZION,44.44,Put,45,09/15/17,35,1.48,1.58,1.68,1.44,2028,169,12,23.98%,08/10/17
MOMO,42.57,Put,42,08/11/17,0,0.25,0.33,0.40,0.26,1606,135,11.9,64.02%,08/10/17
CAT,113.15,Put,105,09/01/17,21,0.35,0.69,1.03,0.4,1698,144,11.79,32.28%,08/10/17
OSK,74.05,Call,80,10/20/17,70,1.40,1.63,1.85,1.4,1487,131,11.35,28.87%,08/10/17
AAPL,155.32,Call,175,09/21/18,406,8.90,9.18,9.45,9.5,3560,321,11.09,24.07%,08/10/17
EXPE,143.55,Put,140,01/19/18,161,7.90,8.25,8.60,7.7,5143,466,11.04,27.34%,08/10/17
NBL,24.92,Call,25,08/18/17,7,0.50,0.53,0.55,0.5,2331,212,11,44.04%,08/10/17
MOMO,42.57,Put,43.5,08/11/17,0,0.90,1.1,1.30,0.9,1588,146,10.88,56.27%,08/10/17
EBAY,34.99,Put,35,08/11/17,0,0.27,0.28,0.29,0.28,5829,540,10.79,37.70%,08/10/17
AMZN,956.92,Call,975,08/11/17,0,0.46,0.6,0.74,0.48,2512,234,10.74,27.09%,08/10/17
VMC,114.71,Call,115,08/18/17,7,1.50,1.68,1.85,1.91,2940,280,10.5,30.77%,08/10/17
LITE,53.05,Call,67,08/18/17,7,0.05,0.08,0.10,0.3,1506,149,10.11,94.58%,08/10/17
XOM,78.97,Call,79.5,08/11/17,0,0.05,0.08,0.11,0.07,1517,151,10.05,15.96%,08/10/17
MDLZ,43.27,Put,43,09/01/17,21,0.58,0.66,0.74,0.58,1000,101,9.9,19.83%,08/10/17
TSLA,355.4,Call,377.5,08/18/17,7,1.07,1.31,1.54,1.23,1846,187,9.87,41.97%,08/10/17
ACRS,23.02,Call,30,08/18/17,7,0.00,0.25,0.25,1.3,1501,154,9.75,135.15%,08/10/17
URBN,17.19,Call,19,09/15/17,35,0.50,0.6,0.70,0.66,5012,517,9.69,59.39%,08/10/17
GATX,61.84,Call,75,09/15/17,35,0.00,0.1,0.10,0.15,2001,208,9.62,30.95%,08/10/17
COT,15.17,Call,7.5,08/18/17,7,7.30,7.7,8.10,8.2,4734,495,9.56,270.84%,08/10/17
SNAP,13.77,Call,16.5,08/11/17,0,0.23,0.25,0.27,0.26,7844,823,9.53,357.64%,08/10/17
PAYX,54.78,Call,57.5,12/15/17,126,1.05,1.18,1.30,1.22,1149,122,9.42,16.90%,08/10/17
AMD,12.12,Put,12,08/11/17,0,0.18,0.19,0.20,0.2,17054,1862,9.16,97.49%,08/10/17
M,20.67,Call,23,09/15/17,35,0.29,0.33,0.36,0.3,4420,489,9.04,42.24%,08/10/17
BA,232.88,Call,120,01/19/18,161,112.05,113.95,115.85,119.57,910,101,9.01,51.52%,08/10/17
UNP,102.69,Call,95,11/17/17,98,9.15,9.28,9.40,9.12,922,104,8.87,20.44%,08/10/17
AAPL,155.32,Call,92.5,01/19/18,161,62.75,63.3,63.85,68.05,6505,740,8.79,32.76%,08/10/17
WDAY,98.14,Put,95,09/15/17,35,3.60,3.85,4.10,4,2056,237,8.68,45.22%,08/10/17
WFC,51.95,Put,47.5,12/15/17,126,0.94,0.99,1.03,0.95,1026,119,8.62,23.20%,08/10/17
AAPL,155.32,Put,105,09/15/17,35,0.03,0.04,0.04,0.03,5165,603,8.57,50.66%,08/10/17
SWKS,101.6,Put,80,01/19/18,161,2.00,2.1,2.20,1.65,6751,809,8.34,38.71%,08/10/17
AAPL,155.32,Call,155,08/11/17,0,1.20,1.24,1.27,1.23,16892,2026,8.34,32.87%,08/10/17
LNG,41.11,Call,45,10/20/17,70,0.80,0.86,0.92,0.86,4789,575,8.33,30.51%,08/10/17
JD,46.09,Call,45.5,08/11/17,0,0.72,0.8,0.87,0.92,2171,262,8.29,45.73%,08/10/17
MOMO,42.57,Put,42.5,08/11/17,0,0.45,0.55,0.65,0.4,1581,191,8.28,65.86%,08/10/17
M,20.67,Call,22,09/15/17,35,0.49,0.57,0.65,0.51,1081,131,8.25,42.53%,08/10/17
GNRC,37.35,Call,37.5,08/18/17,7,0.35,0.48,0.60,1,1255,155,8.1,28.41%,08/10/17
PXD,135.26,Call,145,08/18/17,7,0.20,0.28,0.35,0.45,1018,128,7.95,39.40%,08/10/17
WMB,30.05,Call,31,01/19/18,161,1.38,1.42,1.45,1.4,1007,127,7.93,22.30%,08/10/17
WB,82.2,Put,80,10/20/17,70,5.50,5.7,5.90,5.5,1814,234,7.75,48.57%,08/10/17
BIDU,222.57,Call,225,08/11/17,0,0.63,0.64,0.64,0.64,1729,225,7.68,33.29%,08/10/17
CAT,113.15,Call,112,08/11/17,0,1.28,1.37,1.45,1.4,2476,325,7.62,26.67%,08/10/17
NFLX,169.14,Call,172.5,08/11/17,0,0.37,0.38,0.39,0.39,5987,790,7.58,41.93%,08/10/17
BKE,15.6,Put,15,09/15/17,35,0.75,0.8,0.85,0.8,2036,270,7.54,58.05%,08/10/17
LRCX,149.44,Put,130,01/19/18,161,5.90,6,6.10,5.6,1004,134,7.49,37.51%,08/10/17
URBN,17.19,Put,17.5,08/18/17,7,1.10,1.13,1.15,1.13,1045,141,7.41,108.72%,08/10/17
AMD,12.12,Call,12.5,08/11/17,0,0.11,0.12,0.12,0.13,13832,1867,7.41,102.05%,08/10/17
HOLX,37.39,Put,50,12/15/17,126,12.20,12.7,13.20,11,1110,150,7.4,33.39%,08/10/17
BEN,42.63,Put,40,10/20/17,70,0.50,0.58,0.65,0.5,844,115,7.34,21.96%,08/10/17
STX,31.55,Put,32,08/11/17,0,0.54,0.57,0.59,0.49,3405,464,7.34,43.12%,08/10/17
QEP,7.24,Put,25,01/19/18,161,17.70,17.8,17.90,11,2200,300,7.33,107.28%,08/10/17
IBN,8.79,Call,9,08/18/17,7,0.06,0.07,0.08,0.08,1552,212,7.32,33.42%,08/10/17
NVDA,164.74,Put,139,08/11/17,0,0.20,0.48,0.76,0.32,1564,218,7.17,214.27%,08/10/17
KMX,63.93,Call,66,08/18/17,7,0.25,0.35,0.45,0.34,762,107,7.12,32.56%,08/10/17
PCLN,1849.62,Call,1890,08/11/17,0,0.20,0.43,0.65,0.5,819,116,7.06,24.14%,08/10/17
FCH,7.12,Call,7.5,08/18/17,7,0.00,0.1,0.10,0.2,1000,142,7.04,47.95%,08/10/17
NVDA,164.74,Put,142,08/18/17,7,1.03,1.21,1.38,1.15,725,103,7.04,100.32%,08/10/17
MTOR,18.66,Put,17,09/15/17,35,0.20,0.28,0.35,0.35,2800,401,6.98,40.02%,08/10/17
